PROV,paymcaid,multifac,pctwhite_2011p,Low Medicaid share (<Median),High Medicaid share (>=Median),No chain affiliation,Chain affiliation,Low racial or ethnic minority share (<Median),High racial or ethnic minority share (>=Median)
165199,50,Yes,100,1,0,0,1,0,1
165204,47.46,Yes,100,1,0,0,1,0,1
165211,3.6,Yes,100,1,0,0,1,0,1
165255,85,Yes,92.21,0,1,0,1,0,1
165186,64.13,Yes,95.29,1,0,0,1,0,1
165399,78.95,No,92.75,0,1,1,0,0,1
165483,12,Yes,100,1,0,0,1,0,1
165470,30.67,No,100,1,0,1,0,0,1
165234,54.17,No,91.49,1,0,1,0,0,1
165482,34.62,No,100,1,0,1,0,0,1
165453,82.61,Yes,86.96,0,1,0,1,1,0
165222,47.06,Yes,95.38,1,0,0,1,0,1
165291,38.64,No,100,1,0,1,0,0,1
165196,44.83,Yes,96.15,1,0,0,1,0,1
165213,5.77,Yes,100,1,0,0,1,0,1
165366,45,Yes,97.37,1,0,0,1,0,1
165586,28.95,No,100,1,0,1,0,0,1
165178,40.48,No,100,1,0,1,0,0,1
165576,31.82,No,100,1,0,1,0,0,1
165540,36.67,Yes,82.61,1,0,0,1,1,0
165323,48.57,Yes,96.97,1,0,0,1,0,1
165266,38.1,No,97.67,1,0,1,0,0,1
165473,36.36,No,96.92,1,0,1,0,0,1
165271,67.16,Yes,92.31,0,1,0,1,0,1
165485,42.5,No,100,1,0,1,0,0,1
165380,46.43,Yes,100,1,0,0,1,0,1
165495,42.11,No,100,1,0,1,0,0,1
165374,69.81,No,100,0,1,1,0,0,1
165203,60,Yes,65.22,1,0,0,1,1,0
165224,48.65,No,97.22,1,0,1,0,0,1
165296,64.38,No,98.53,1,0,1,0,0,1
165412,33.33,No,100,1,0,1,0,0,1
165251,60.51,Yes,89.29,1,0,0,1,0,1
165472,35.29,No,98.46,1,0,1,0,0,1
165350,25.81,No,97.33,1,0,1,0,0,1
165418,30.77,Yes,92,1,0,0,1,0,1
165404,55.56,Yes,100,1,0,0,1,0,1
165570,62.03,No,100,1,0,1,0,0,1
165476,35.71,No,91.18,1,0,1,0,0,1
165450,63.93,No,88.24,1,0,1,0,1,0
165274,36.21,Yes,100,1,0,0,1,0,1
165292,50,Yes,100,1,0,0,1,0,1
165524,37.39,No,97.12,1,0,1,0,0,1
165189,2.86,Yes,97.14,1,0,0,1,0,1
165421,62.22,Yes,100,1,0,0,1,0,1
165327,27.91,No,97.67,1,0,1,0,0,1
165369,53.62,Yes,100,1,0,0,1,0,1
165309,27.59,Yes,96.43,1,0,0,1,0,1
165228,47.76,Yes,94.55,1,0,0,1,0,1
165385,50,No,98.82,1,0,1,0,0,1
165435,82.05,Yes,82.05,0,1,0,1,1,0
165175,80.7,Yes,86.67,0,1,0,1,1,0
165569,28.57,Yes,100,1,0,0,1,0,1
165546,47.54,No,98.21,1,0,1,0,0,1
165345,67.5,Yes,97.5,0,1,0,1,0,1
165170,91.84,Yes,88.24,0,1,0,1,1,0
165225,60,Yes,84.21,1,0,0,1,1,0
165539,50,No,97.1,1,0,1,0,0,1
165226,48.28,Yes,100,1,0,0,1,0,1
165478,64.71,No,94.12,0,1,1,0,0,1
165371,25,No,76.32,1,0,1,0,1,0
165437,39.58,No,100,1,0,1,0,0,1
165351,53.57,No,87.5,1,0,1,0,1,0
165263,70.59,Yes,100,0,1,0,1,0,1
165218,73.61,Yes,89.71,0,1,0,1,0,1
165416,40,No,100,1,0,1,0,0,1
165396,38.81,Yes,100,1,0,0,1,0,1
165217,66.67,No,96.55,0,1,1,0,0,1
165500,42.5,No,100,1,0,1,0,0,1
165406,31.03,No,100,1,0,1,0,0,1
165389,51.02,Yes,93.88,1,0,0,1,0,1
165312,91.18,Yes,89.47,0,1,0,1,0,1
165403,57.14,Yes,100,1,0,0,1,0,1
165282,58.06,Yes,93.75,1,0,0,1,0,1
165202,75.38,Yes,77.78,0,1,0,1,1,0
165215,45.95,Yes,94.12,1,0,0,1,0,1
165265,12.16,No,95.45,1,0,1,0,0,1
165587,36.99,No,96.67,1,0,1,0,0,1
165279,48.05,Yes,100,1,0,0,1,0,1
165181,15.91,No,100,1,0,1,0,0,1
165552,45.61,Yes,100,1,0,0,1,0,1
165480,33.33,No,100,1,0,1,0,0,1
165270,60.78,Yes,100,1,0,0,1,0,1
165174,74.6,No,87.93,0,1,1,0,1,0
165362,38.78,Yes,96,1,0,0,1,0,1
165297,33.33,No,100,1,0,1,0,0,1
165259,38.46,No,100,1,0,1,0,0,1
165304,71.43,Yes,97.78,0,1,0,1,0,1
165401,40.63,Yes,96.97,1,0,0,1,0,1
165347,45.65,Yes,97.62,1,0,0,1,0,1
165559,4.92,Yes,96.67,1,0,0,1,0,1
165193,46.15,Yes,92.31,1,0,0,1,0,1
165280,74.58,Yes,76.79,0,1,0,1,1,0
165451,48.61,Yes,95.77,1,0,0,1,0,1
165387,71.43,Yes,91.67,0,1,0,1,0,1
165489,68.57,Yes,96.97,0,1,0,1,0,1
165386,34.21,Yes,97.37,1,0,0,1,0,1
165344,61.54,Yes,100,1,0,0,1,0,1
165528,22.73,Yes,100,1,0,0,1,0,1
16E637,86.44,No,100,0,1,1,0,0,1
16E638,42.86,No,100,1,0,1,0,0,1
165264,61.36,Yes,97.3,1,0,0,1,0,1
165381,50,Yes,97.06,1,0,0,1,0,1
165471,39.51,No,98.45,1,0,1,0,0,1
165316,54.84,Yes,100,1,0,0,1,0,1
165395,51.72,No,96.88,1,0,1,0,0,1
165197,70.15,Yes,96.49,0,1,0,1,0,1
165332,29.73,Yes,87.1,1,0,0,1,1,0
165333,41.67,Yes,100,1,0,0,1,0,1
165208,75,Yes,86.96,0,1,0,1,1,0
165223,69.09,Yes,94.74,0,1,0,1,0,1
165278,54.88,Yes,94.59,1,0,0,1,0,1
165436,70.91,No,82.35,0,1,1,0,1,0
165511,27.27,No,94.12,1,0,1,0,0,1
165384,38.46,No,100,1,0,1,0,0,1
165293,58.89,Yes,97.53,1,0,0,1,0,1
165337,56.25,Yes,93.33,1,0,0,1,0,1
165591,47.06,No,93.48,1,0,1,0,0,1
165529,40.48,No,100,1,0,1,0,0,1
16E728,36.84,Yes,LNE,1,0,0,1,0,1
16E668,31.82,No,100,1,0,1,0,0,1
165307,91.51,No,84.11,0,1,1,0,1,0
165486,65.63,No,97.06,0,1,1,0,0,1
165475,46,No,100,1,0,1,0,0,1
165504,35.71,Yes,100,1,0,0,1,0,1
165562,0,No,98,1,0,1,0,0,1
165283,30,No,100,1,0,1,0,0,1
16E681,51.35,No,100,1,0,1,0,0,1
165420,71.43,Yes,96.97,0,1,0,1,0,1
165423,65.22,Yes,97.62,0,1,0,1,0,1
165179,72.97,Yes,91.43,0,1,0,1,0,1
165367,58.33,Yes,98.59,1,0,0,1,0,1
165466,5.49,Yes,100,1,0,0,1,0,1
165411,46.38,Yes,98.31,1,0,0,1,0,1
165499,48,No,95.83,1,0,1,0,0,1
165354,45.45,Yes,96.97,1,0,0,1,0,1
165273,63.95,Yes,93.83,1,0,0,1,0,1
165543,24.59,Yes,100,1,0,0,1,0,1
165549,44.23,No,100,1,0,1,0,0,1
165397,37.04,No,100,1,0,1,0,0,1
165527,50,No,100,1,0,1,0,0,1
165537,19.63,No,100,1,0,1,0,0,1
165335,41.51,No,100,1,0,1,0,0,1
16E718,16,No,100,1,0,1,0,0,1
165602,50.91,No,100,1,0,1,0,0,1
165567,0,No,100,1,0,1,0,0,1
165589,32.84,No,100,1,0,1,0,0,1
165593,10.71,No,100,1,0,1,0,0,1
165598,40,Yes,96.55,1,0,0,1,0,1
165605,19.35,No,88.46,1,0,1,0,1,0
16F001,90,No,93.33,0,1,1,0,0,1
16F002,79.17,Yes,97.67,0,1,0,1,0,1
175044,25.58,No,96.15,1,0,1,0,0,1
175070,65.71,Yes,100,0,1,0,1,0,1
175077,58.18,Yes,96.15,1,0,0,1,0,1
175078,90.91,Yes,55.71,0,1,0,1,1,0
175207,13.04,Yes,80,1,0,0,1,1,0
175113,73.44,Yes,75.44,0,1,0,1,1,0
175114,81.97,Yes,95.08,0,1,0,1,0,1
175115,61.64,No,86.9,1,0,1,0,1,0
175116,0,No,LNE,1,0,1,0,0,1
175122,47.34,Yes,88.82,1,0,0,1,0,1
175123,66.67,Yes,83.16,0,1,0,1,1,0
175126,61.33,Yes,76.12,1,0,0,1,1,0
175127,36.36,Yes,85.71,1,0,0,1,1,0
175130,60.61,Yes,90.63,1,0,0,1,0,1
175133,76.99,Yes,93.81,0,1,0,1,0,1
175135,84.62,Yes,34.72,0,1,0,1,1,0
175141,55.26,Yes,96.88,1,0,0,1,0,1
175145,51.52,No,91.94,1,0,1,0,0,1
175146,0,No,LNE,1,0,1,0,0,1
175154,38.16,Yes,86.08,1,0,0,1,1,0
175157,54.05,Yes,83.33,1,0,0,1,1,0
175162,77.78,Yes,84.85,0,1,0,1,1,0
175163,0,No,LNE,1,0,1,0,0,1
175165,62.65,Yes,87.8,1,0,0,1,1,0
175168,75.61,Yes,57.14,0,1,0,1,1,0
175169,0,No,LNE,1,0,1,0,0,1
175171,31.25,No,86.67,1,0,1,0,1,0
175174,39.5,No,98.02,1,0,1,0,0,1
175175,31.51,No,83.08,1,0,1,0,1,0
175176,67.83,Yes,72.9,0,1,0,1,1,0
175180,82.42,No,74.36,0,1,1,0,1,0
175181,3.28,No,98.48,1,0,1,0,0,1
175182,70.79,Yes,85.53,0,1,0,1,1,0
175183,51.14,Yes,90.59,1,0,0,1,0,1
175184,68.97,Yes,96.08,0,1,0,1,0,1
175464,0,Yes,97.3,1,0,0,1,0,1
175191,78.43,Yes,77.78,0,1,0,1,1,0
175267,86.92,Yes,80.41,0,1,0,1,1,0
175200,64.47,Yes,79.31,0,1,0,1,1,0
175201,44.74,Yes,96.77,1,0,0,1,0,1
175202,44.12,Yes,100,1,0,0,1,0,1
175205,53.33,Yes,96.67,1,0,0,1,0,1
175208,79.03,Yes,85.11,0,1,0,1,1,0
175210,62.26,Yes,89.8,1,0,0,1,0,1
175213,79.75,Yes,79.17,0,1,0,1,1,0
175242,12.14,No,96.12,1,0,1,0,0,1
175343,0,Yes,100,1,0,0,1,0,1
175424,54.05,No,95.77,1,0,1,0,0,1
175445,43.64,Yes,63.64,1,0,0,1,1,0
175446,77.42,Yes,97.22,0,1,0,1,0,1
175448,30.43,Yes,96.3,1,0,0,1,0,1
175459,50,No,84.09,1,0,1,0,1,0
175472,45.24,No,93.48,1,0,1,0,0,1
175491,0,No,100,1,0,1,0,0,1
175503,0,No,100,1,0,1,0,0,1
175517,0,Yes,98.21,1,0,0,1,0,1
17A019,47.06,Yes,100,1,0,0,1,0,1
17A020,40,No,100,1,0,1,0,0,1
175505,29.73,No,100,1,0,1,0,0,1
175218,63.41,No,95.45,1,0,1,0,0,1
175301,25,Yes,97.5,1,0,0,1,0,1
175305,30,Yes,100,1,0,0,1,0,1
175304,29.63,Yes,100,1,0,0,1,0,1
175298,79.49,Yes,50,0,1,0,1,1,0
175377,47.46,No,84.48,1,0,1,0,1,0
175300,18.52,Yes,100,1,0,0,1,0,1
175498,47.87,Yes,100,1,0,0,1,0,1
175351,67.86,Yes,96.55,0,1,0,1,0,1
175348,35.71,No,100,1,0,1,0,0,1
17E011,16.67,No,LNE,1,0,1,0,0,1
17E015,78.95,No,100,0,1,1,0,0,1
175235,65,Yes,96.36,0,1,0,1,0,1
175500,39.13,No,90.91,1,0,1,0,0,1
17E625,28.21,No,100,1,0,1,0,0,1
175525,52.54,No,100,1,0,1,0,0,1
17E034,97.67,No,89.19,0,1,1,0,0,1
17E035,50,No,88.24,1,0,1,0,1,0
175315,65,Yes,100,0,1,0,1,0,1
17E041,54.24,No,89.29,1,0,1,0,0,1
175354,59.09,Yes,97.44,1,0,0,1,0,1
175507,40.22,No,100,1,0,1,0,0,1
175385,61.96,No,94.32,1,0,1,0,0,1
175467,61.02,No,87.72,1,0,1,0,1,0
17E071,33.33,No,96,1,0,1,0,0,1
175336,20.93,Yes,100,1,0,0,1,0,1
175324,79.49,Yes,87.18,0,1,0,1,1,0
175454,48.15,Yes,98.04,1,0,0,1,0,1
175406,47.66,No,98.04,1,0,1,0,0,1
175299,56.76,Yes,94.87,1,0,0,1,0,1
175302,49.12,Yes,98.11,1,0,0,1,0,1
175221,34.29,Yes,100,1,0,0,1,0,1
175450,68.97,Yes,96.3,0,1,0,1,0,1
175509,51.85,No,100,1,0,1,0,0,1
175386,55.43,Yes,100,1,0,0,1,0,1
175504,45.71,No,100,1,0,1,0,0,1
175404,43.14,No,96.77,1,0,1,0,0,1
175380,44.32,No,100,1,0,1,0,0,1
175456,51.85,Yes,94,1,0,0,1,0,1
175389,69.7,Yes,92.86,0,1,0,1,0,1
175226,44.74,Yes,100,1,0,0,1,0,1
175258,44.9,Yes,98.11,1,0,0,1,0,1
175237,80.77,Yes,91.3,0,1,0,1,0,1
175434,61.29,Yes,93.33,1,0,0,1,0,1
175363,27.66,Yes,96.67,1,0,0,1,0,1
175440,53.33,Yes,100,1,0,0,1,0,1
175415,52.5,Yes,100,1,0,0,1,0,1
175506,50.79,No,100,1,0,1,0,0,1
175295,57.14,Yes,100,1,0,0,1,0,1
175356,34.15,Yes,100,1,0,0,1,0,1
175328,17.14,Yes,100,1,0,0,1,0,1
175361,54.76,Yes,89.74,1,0,0,1,0,1
175366,35.29,Yes,96.77,1,0,0,1,0,1
17E181,48.08,No,100,1,0,1,0,0,1
175347,48.28,Yes,100,1,0,0,1,0,1
17E183,17.65,No,96.43,1,0,1,0,0,1
175322,44.78,Yes,98.33,1,0,0,1,0,1
175480,52.78,No,96.77,1,0,1,0,0,1
17E613,48.65,No,100,1,0,1,0,0,1
175524,41.67,No,100,1,0,1,0,0,1
175515,66.67,No,100,0,1,1,0,0,1
175474,26.32,No,100,1,0,1,0,0,1
175223,48.78,No,96.67,1,0,1,0,0,1
175231,56.14,Yes,98.11,1,0,0,1,0,1
175490,42.86,Yes,91.89,1,0,0,1,0,1
175473,44.83,No,100,1,0,1,0,0,1
175457,87.8,Yes,97.37,0,1,0,1,0,1
175310,78.57,Yes,100,0,1,0,1,0,1
17E242,62.86,Yes,94.59,1,0,0,1,0,1
175239,44.26,Yes,96.67,1,0,0,1,0,1
175359,43.18,Yes,97.44,1,0,0,1,0,1
175531,60.87,No,93.48,1,0,1,0,0,1
175338,71.7,Yes,100,0,1,0,1,0,1
17E256,100,No,81.82,0,1,1,0,1,0
175401,80.95,Yes,85,0,1,0,1,1,0
175332,47.54,Yes,95.65,1,0,0,1,0,1
175216,50,Yes,89.47,1,0,0,1,0,1
175228,69.57,Yes,71.43,0,1,0,1,1,0
175519,45.16,No,100,1,0,1,0,0,1
175426,16.13,No,96.15,1,0,1,0,0,1
175411,55.81,No,84.62,1,0,1,0,1,0
175245,87.5,Yes,61.36,0,1,0,1,1,0
175417,40.54,No,97.22,1,0,1,0,0,1
175547,80,Yes,86.96,0,1,0,1,1,0
175494,45.83,No,100,1,0,1,0,0,1
175463,72.34,Yes,51.16,0,1,0,1,1,0
175444,58.33,Yes,100,1,0,0,1,0,1
175256,55.56,Yes,89.66,1,0,0,1,0,1
175229,70.27,Yes,82.35,0,1,0,1,1,0
175512,85.71,No,100,0,1,1,0,0,1
175281,71.93,Yes,34.04,0,1,0,1,1,0
175353,78.57,Yes,95.12,0,1,0,1,0,1
175526,23.53,No,92.31,1,0,1,0,0,1
175214,72.22,Yes,94.03,0,1,0,1,0,1
175475,39.39,No,100,1,0,1,0,0,1
175502,59.68,Yes,98.36,1,0,0,1,0,1
175275,0,Yes,100,1,0,0,1,0,1
175492,60,No,100,1,0,1,0,0,1
175546,61.54,No,96.15,1,0,1,0,0,1
175471,41.38,No,100,1,0,1,0,0,1
17E384,25,Yes,88.89,1,0,0,1,0,1
175373,57.38,Yes,100,1,0,0,1,0,1
175317,72.73,Yes,93.55,0,1,0,1,0,1
175497,50,No,100,1,0,1,0,0,1
175232,71.93,Yes,96.55,0,1,0,1,0,1
175280,88.89,No,87.5,0,1,1,0,1,0
175484,60.71,No,100,1,0,1,0,0,1
175335,80.65,No,96.88,0,1,1,0,0,1
175357,81.08,Yes,86.11,0,1,0,1,1,0
175243,95.89,Yes,90.28,0,1,0,1,0,1
175244,50.77,No,98.46,1,0,1,0,0,1
17E424,35.48,No,100,1,0,1,0,0,1
175402,52.54,Yes,96.08,1,0,0,1,0,1
175538,36.59,No,100,1,0,1,0,0,1
175220,81.08,Yes,91.18,0,1,0,1,0,1
175451,53.7,No,96.08,1,0,1,0,0,1
175273,97.92,No,76.74,0,1,1,0,1,0
175224,67.57,Yes,86.67,0,1,0,1,1,0
175276,58.54,Yes,97.5,1,0,0,1,0,1
17E445,41.67,No,100,1,0,1,0,0,1
175379,48.04,No,97.75,1,0,1,0,0,1
175470,61.82,Yes,100,1,0,0,1,0,1
17E451,59.38,No,96.55,1,0,1,0,0,1
175384,68,Yes,100,0,1,0,1,0,1
175439,28.33,Yes,98.08,1,0,0,1,0,1
175241,50,Yes,93.94,1,0,0,1,0,1
175286,73.68,Yes,100,0,1,0,1,0,1
17E470,60.61,No,100,1,0,1,0,0,1
17E473,51.85,No,100,1,0,1,0,0,1
175489,57.14,No,93.55,1,0,1,0,0,1
175246,66.04,Yes,100,0,1,0,1,0,1
175250,50,No,97.96,1,0,1,0,0,1
175420,46.81,Yes,100,1,0,0,1,0,1
175369,43.9,No,100,1,0,1,0,0,1
175303,41.94,Yes,96.97,1,0,0,1,0,1
175487,52.94,No,96.15,1,0,1,0,0,1
175260,7.94,Yes,93.44,1,0,0,1,0,1
175522,46.15,No,100,1,0,1,0,0,1
175287,62.5,Yes,91.18,1,0,0,1,0,1
175412,64.71,Yes,90.63,0,1,0,1,0,1
175418,92.21,No,80,0,1,1,0,1,0
175309,36.54,Yes,97.87,1,0,0,1,0,1
17E528,91.57,Yes,74.68,0,1,0,1,1,0
175437,81.82,Yes,100,0,1,0,1,0,1
17E531,54.29,No,90.63,1,0,1,0,0,1
17E534,73.17,No,100,0,1,1,0,0,1
175292,60,Yes,72.73,1,0,0,1,1,0
175291,67.21,Yes,98.04,0,1,0,1,0,1
175433,56.76,Yes,97.3,1,0,0,1,0,1
175249,59.52,Yes,95.24,1,0,0,1,0,1
17E546,44.44,No,98.44,1,0,1,0,0,1
175294,67.35,Yes,95.45,0,1,0,1,0,1
175355,54.72,No,92,1,0,1,0,0,1
175340,58.62,No,93.55,1,0,1,0,0,1
175396,72,No,96,0,1,1,0,0,1
175521,24.49,No,97.87,1,0,1,0,0,1
175253,70.18,Yes,78.95,0,1,0,1,1,0
175274,66.67,Yes,76.32,0,1,0,1,1,0
17E637,60.61,No,96.43,1,0,1,0,0,1
175374,40.63,No,100,1,0,1,0,0,1
175410,57.32,Yes,74.83,1,0,0,1,1,0
17E585,86.49,No,87.18,0,1,1,0,1,0
175468,47.62,No,100,1,0,1,0,0,1
17E589,40,No,100,1,0,1,0,0,1
175423,47.46,Yes,78.26,1,0,0,1,1,0
17E619,38.1,No,100,1,0,1,0,0,1
175465,47.62,Yes,97.26,1,0,0,1,0,1
175466,58.62,No,55.17,1,0,1,0,1,0
175514,41.51,No,94.34,1,0,1,0,0,1
175516,20.91,No,94.17,1,0,1,0,0,1
175534,70,Yes,94.74,0,1,0,1,0,1
185003,76.06,No,100,0,1,1,0,0,1
185005,56.12,No,93.23,1,0,1,0,0,1
185006,74.77,Yes,100,0,1,0,1,0,1
185008,73.68,No,89.66,0,1,1,0,0,1
185012,84.31,Yes,81.82,0,1,0,1,1,0
185013,90,No,79.17,0,1,1,0,1,0
185015,75.9,Yes,92.21,0,1,0,1,0,1
185028,68.89,Yes,95.18,0,1,0,1,0,1
185029,83.78,Yes,48.42,0,1,0,1,1,0
185038,56.76,No,92.42,1,0,1,0,0,1
185039,92.25,Yes,62.83,0,1,0,1,1,0
185042,60.27,No,89.71,1,0,1,0,0,1
185046,67.86,Yes,100,0,1,0,1,0,1
185047,85.11,Yes,87.8,0,1,0,1,1,0
185048,84.09,Yes,90.24,0,1,0,1,0,1
185049,83.64,No,93.88,0,1,1,0,0,1
185052,71.13,No,97.83,0,1,1,0,0,1
185057,65.6,Yes,95.54,0,1,0,1,0,1
185058,75.33,Yes,94.16,0,1,0,1,0,1
185061,66.67,Yes,93.42,0,1,0,1,0,1
185065,68.82,No,97.7,0,1,1,0,0,1
185069,57.83,Yes,86.08,1,0,0,1,1,0
185076,65.82,No,60.81,0,1,1,0,1,0
185087,76.86,Yes,88.7,0,1,0,1,0,1
185089,74.13,Yes,89.92,0,1,0,1,0,1
185090,75.81,Yes,95.65,0,1,0,1,0,1
185093,64.74,Yes,95.76,0,1,0,1,0,1
185094,79.31,Yes,98.78,0,1,0,1,0,1
185095,85.14,No,66.42,0,1,1,0,1,0
185096,69.61,Yes,80.85,0,1,0,1,1,0
185103,68.04,No,94.74,0,1,1,0,0,1
185112,76.32,No,100,0,1,1,0,0,1
185118,67.11,No,96,0,1,1,0,0,1
185120,68.85,Yes,95.54,0,1,0,1,0,1
185122,76.32,No,75.34,0,1,1,0,1,0
185124,67.74,No,84.15,0,1,1,0,1,0
185125,76.07,Yes,100,0,1,0,1,0,1
185127,71.15,Yes,81.93,0,1,0,1,1,0
185131,85.87,No,100,0,1,1,0,0,1
185132,24.71,No,90.16,1,0,1,0,0,1
185133,80,Yes,93.33,0,1,0,1,0,1
185134,79.17,Yes,98.15,0,1,0,1,0,1
185136,63.93,No,94.83,1,0,1,0,0,1
185137,60.61,No,82.35,1,0,1,0,1,0
185138,24.11,No,97.94,1,0,1,0,0,1
185141,62.07,Yes,88.24,1,0,0,1,1,0
185142,66.15,Yes,19.64,0,1,0,1,1,0
185144,70.31,Yes,71.67,0,1,0,1,1,0
185145,37.74,Yes,100,1,0,0,1,0,1
185146,80.14,Yes,87.2,0,1,0,1,1,0
185147,62.75,Yes,83.17,1,0,0,1,1,0
185148,73.33,Yes,99.15,0,1,0,1,0,1
185149,69.66,Yes,92.11,0,1,0,1,0,1
185150,92.13,Yes,98.77,0,1,0,1,0,1
185151,78.9,Yes,100,0,1,0,1,0,1
185152,84.68,Yes,94.83,0,1,0,1,0,1
185154,100,No,75.38,0,1,1,0,1,0
185155,70.24,Yes,98.77,0,1,0,1,0,1
185157,83.04,No,88.54,0,1,1,0,1,0
185159,60,Yes,71.79,1,0,0,1,1,0
185160,27.91,Yes,100,1,0,0,1,0,1
185164,83.58,Yes,98.45,0,1,0,1,0,1
185165,82.68,No,66.12,0,1,1,0,1,0
185166,88.65,Yes,99.19,0,1,0,1,0,1
185167,79.55,Yes,95.35,0,1,0,1,0,1
185168,77.66,Yes,91.67,0,1,0,1,0,1
185169,64.86,Yes,98.46,0,1,0,1,0,1
185170,57.29,Yes,94.32,1,0,0,1,0,1
185171,61.78,Yes,87.21,1,0,0,1,1,0
185172,84.21,No,100,0,1,1,0,0,1
185173,72.53,Yes,98.75,0,1,0,1,0,1
185174,64.62,Yes,96.33,0,1,0,1,0,1
185175,23.08,No,69.05,1,0,1,0,1,0
185176,92.59,No,52.22,0,1,1,0,1,0
185177,68.57,No,100,0,1,1,0,0,1
185178,73.29,Yes,74.26,0,1,0,1,1,0
185180,68.25,Yes,84.07,0,1,0,1,1,0
185183,45.61,Yes,93.48,1,0,0,1,0,1
185187,51.24,Yes,85.85,1,0,0,1,1,0
185190,36.36,Yes,100,1,0,0,1,0,1
185192,76.27,No,72.97,0,1,1,0,1,0
185193,91.21,No,98.86,0,1,1,0,0,1
185194,19.44,Yes,93.55,1,0,0,1,0,1
185195,65.67,Yes,96.67,0,1,0,1,0,1
185197,60.28,No,86.89,1,0,1,0,1,0
185200,79.66,No,99.07,0,1,1,0,0,1
185201,0,Yes,90,1,0,0,1,0,1
185205,76.12,Yes,91.94,0,1,0,1,0,1
185207,52.8,No,92.59,1,0,1,0,0,1
185208,20.22,No,98.82,1,0,1,0,0,1
185209,68.18,Yes,98.41,0,1,0,1,0,1
185210,62.5,Yes,96.67,1,0,0,1,0,1
185211,71.43,Yes,100,0,1,0,1,0,1
185467,0,Yes,88.24,1,0,0,1,1,0
185213,82.83,No,100,0,1,1,0,0,1
185215,66.67,Yes,77.36,0,1,0,1,1,0
185217,88.06,No,100,0,1,1,0,0,1
185218,67.57,No,87.5,0,1,1,0,1,0
185446,83.33,Yes,76.47,0,1,0,1,1,0
185220,73.77,Yes,92.59,0,1,0,1,0,1
185221,82.35,Yes,96.64,0,1,0,1,0,1
185222,82.72,No,98.61,0,1,1,0,0,1
185444,81.19,No,55.91,0,1,1,0,1,0
185224,86.21,Yes,82.76,0,1,0,1,1,0
185225,68.42,Yes,97.12,0,1,0,1,0,1
185226,70.59,Yes,100,0,1,0,1,0,1
185227,23.47,No,97.73,1,0,1,0,0,1
185228,73.08,No,80.39,0,1,1,0,1,0
185229,64.77,Yes,98.78,0,1,0,1,0,1
185230,78.41,No,98.78,0,1,1,0,0,1
185232,75.79,Yes,96.67,0,1,0,1,0,1
185234,60,No,100,1,0,1,0,0,1
185236,85.5,Yes,94.26,0,1,0,1,0,1
185237,65.22,Yes,66.07,0,1,0,1,1,0
185238,73.63,Yes,98.77,0,1,0,1,0,1
185240,75.27,No,100,0,1,1,0,0,1
185241,22.41,No,94.34,1,0,1,0,0,1
185242,75,Yes,97.5,0,1,0,1,0,1
185243,86.9,Yes,100,0,1,0,1,0,1
185244,78.99,Yes,92,0,1,0,1,0,1
185246,72.04,Yes,100,0,1,0,1,0,1
185248,54.24,No,97.52,1,0,1,0,0,1
185249,68.09,Yes,100,0,1,0,1,0,1
185250,60.76,No,98.46,1,0,1,0,0,1
185463,21.18,Yes,95.71,1,0,0,1,0,1
185252,80,Yes,79.31,0,1,0,1,1,0
185253,82.61,Yes,99.05,0,1,0,1,0,1
185254,78.72,No,90.48,0,1,1,0,0,1
185256,72.48,Yes,98.11,0,1,0,1,0,1
185257,81.73,Yes,100,0,1,0,1,0,1
185258,79.49,Yes,97.47,0,1,0,1,0,1
185259,85.06,Yes,66.23,0,1,0,1,1,0
185260,82.86,No,93.94,0,1,1,0,0,1
185261,77.27,Yes,98.98,0,1,0,1,0,1
185262,71.95,Yes,94.94,0,1,0,1,0,1
185263,77.36,Yes,94.44,0,1,0,1,0,1
185264,61.63,No,89.29,1,0,1,0,0,1
185265,87.78,Yes,85.71,0,1,0,1,1,0
185266,82.46,Yes,90.74,0,1,0,1,0,1
185267,87.88,Yes,84.85,0,1,0,1,1,0
185268,60.26,Yes,81.94,1,0,0,1,1,0
185269,79.17,Yes,93.65,0,1,0,1,0,1
185270,74.36,No,97.01,0,1,1,0,0,1
185271,71.43,No,98.08,0,1,1,0,0,1
185272,78.79,No,85.94,0,1,1,0,1,0
185273,87.06,No,100,0,1,1,0,0,1
185274,83.72,Yes,100,0,1,0,1,0,1
185275,72.09,Yes,98.72,0,1,0,1,0,1
185276,81.03,No,98.21,0,1,1,0,0,1
185277,51.11,Yes,97.65,1,0,0,1,0,1
185279,68.82,No,100,0,1,1,0,0,1
185281,64.71,No,93.81,0,1,1,0,0,1
185282,86,Yes,97.73,0,1,0,1,0,1
185283,98.51,No,91.01,0,1,1,0,0,1
185285,55.56,No,94.44,1,0,1,0,0,1
185286,81.58,No,99.1,0,1,1,0,0,1
185287,78.57,Yes,93.75,0,1,0,1,0,1
185288,70.19,Yes,91.67,0,1,0,1,0,1
185290,84.69,Yes,81.72,0,1,0,1,1,0
185291,63.01,No,95.45,1,0,1,0,0,1
185293,83.16,Yes,93.42,0,1,0,1,0,1
185294,76.84,Yes,87.78,0,1,0,1,1,0
185297,80.85,No,93.48,0,1,1,0,0,1
185298,86.21,No,100,0,1,1,0,0,1
185300,70.9,Yes,42.28,0,1,0,1,1,0
